display_name,gpt-4o,claude-3-5-sonnet-20241022,grok-2-1212,gemini-2.0-flash-exp,llama-3.1-nemotron-70b-instruct,majority_vote,confidence,in_model
Autosomal Recessive Polycystic Kidney Disease,14,14,14,14,14,14,1.0,True
Terminalia arjuna,2,2,2,2,14,2,0.8,True
Rana ridibunda,2,2,2,2,2,2,1.0,True
Cardiac enzymes,14,14,14,14,14,14,1.0,True
Calcium supplementation,14,14,14,14,14,14,1.0,True
Citrus limon,2,2,2,2,2,2,1.0,True
Human Pathology,14,14,14,14,14,14,1.0,True
Angiotensin Receptor Blockers,14,14,14,14,14,14,1.0,True
Leydig Cell Tumor,14,14,14,14,14,14,1.0,True
Surgical Menopause,14,14,14,14,14,14,1.0,True
Cushing Disease,14,14,14,14,14,14,1.0,True
Genome Scan,2,2,2,2,14,2,0.8,True
Electrocution,14,14,14,14,16,14,0.8,True
Kidney cortex,14,2,14,14,14,14,0.8,True
Tammar wallaby,2,2,2,2,2,2,1.0,True
Acute Cystitis,14,14,14,14,14,14,1.0,True
Ventricular Repolarization,14,14,14,14,14,14,1.0,True
Colorectal Polyp,14,14,14,14,14,14,1.0,True
Duloxetine Hydrochloride,14,14,14,14,14,14,1.0,True
Primary infertility,14,14,14,14,14,14,1.0,True
Primary caregiver,19,19,19,19,18,19,0.8,True
Tumor Staging,14,14,14,14,14,14,1.0,False
Desmodus rotundus,2,2,2,2,2,2,1.0,True
Atropa belladonna,2,2,2,2,2,2,1.0,True
Diffuse alveolar hemorrhage,14,14,14,14,14,14,1.0,True
Hydroureter,14,14,14,14,14,14,1.0,True
Pericardial cavity,14,14,14,14,14,14,1.0,True
Pulmonary Injury,14,14,14,14,14,14,1.0,True
Cardiac cell,2,2,2,2,14,2,0.8,True
Superconducting Coils,16,16,16,16,16,16,1.0,True
Motivation theory,18,18,18,18,18,18,1.0,True
Linolenate,4,4,4,4,4,4,1.0,True
Purified protein derivative,14,14,14,14,14,14,1.0,True
Galactosides,4,4,4,4,4,4,1.0,True
Postsynaptic Current,2,2,2,2,14,2,0.8,True
Headache Disorders,14,14,14,14,14,14,1.0,True
Prophylactic Surgery,14,14,14,14,14,14,1.0,True
Serotonin Uptake Inhibitors,14,14,14,14,14,14,1.0,True
Chronic Migraine,14,14,14,14,14,14,1.0,True
Distal radioulnar joint,14,14,14,14,14,14,1.0,True
Panicum miliaceum,2,2,2,2,2,2,1.0,True
Hypertrophic Pyloric Stenosis,14,14,14,14,14,14,1.0,True
Total Mastectomy,14,14,14,14,14,14,1.0,True
Deoxyribonucleases,2,2,2,2,14,2,0.8,True
Hydroxybenzoic acid,4,4,4,4,4,4,1.0,True
Montenegro,9,9,9,9,9,9,1.0,True
Arterial catheter,14,14,14,14,14,14,1.0,True
Tri-N-butyl Phosphate,4,4,4,4,4,4,1.0,True
Long Saphenous Vein,14,14,14,14,14,14,1.0,True
Labrador Retriever,2,2,2,2,2,2,1.0,True
Platelet Glycoprotein GPIb-IX Complex,14,14,14,14,14,14,1.0,True
Supraventricular arrhythmia,14,14,14,14,14,14,1.0,True
Pay Equity,6,6,6,6,6,6,1.0,True
Sudden Hearing Loss,14,14,14,14,14,14,1.0,True
Spinal dysraphism,14,14,14,14,14,14,1.0,True
Fibrinolytic therapy,14,14,14,14,14,14,1.0,True
Bipolar illness,14,14,18,14,18,14,0.6,True
Genetic linkage map,2,2,2,2,2,2,1.0,True
Androgen Excess,14,14,14,14,14,14,1.0,True
Multiparametric MRI,14,14,14,14,14,14,1.0,True
Magnetite Nanoparticles,12,12,12,12,12,12,1.0,True
Quadruplets,14,2,2,14,14,14,0.6,True
Black cohosh,2,14,14,14,14,14,0.8,True
Split thickness skin graft,14,14,14,14,14,14,1.0,True
Posterior Capsulotomy,14,14,14,14,14,14,1.0,True
Cryoglobulins,14,14,14,14,14,14,1.0,True
Carbon Ion Radiotherapy,14,14,14,14,14,14,1.0,True
Hypercortisolemia,14,14,14,14,14,14,1.0,True
8-Hydroxy-2'-deoxyguanosine,4,4,4,4,4,4,1.0,True
Organoboron compounds,4,4,4,4,4,4,1.0,True
Left Atrial Myxoma,14,14,14,14,14,14,1.0,True
Medial malleolus,14,14,14,14,14,14,1.0,True
Viper Venoms,2,2,2,2,14,2,0.8,True
Gram-Positive Cocci,2,2,14,14,2,2,0.6,True
Ablation Therapy,14,14,14,14,14,14,1.0,True
Pediatric Medicine,14,14,14,14,14,14,1.0,True
Blood calcium,14,14,14,14,14,14,1.0,True
Meningococcal Infections,14,14,14,14,14,14,1.0,True
Macroscopic hematuria,14,14,14,14,14,14,1.0,True
Arctic fox,2,2,2,2,2,2,1.0,True
Cosmeceuticals,14,14,14,14,14,14,1.0,True
Water polo,11,11,19,16,11,11,0.6,True
Gambling disorder,14,18,18,18,18,18,0.8,True
Quinolinate,4,4,4,4,4,4,1.0,True
Trinitrotoluene,4,4,4,4,4,4,1.0,True
Vesicular Transport Proteins,2,2,2,2,2,2,1.0,True
Plastic repair,7,12,12,7,7,7,0.6,True
Circuit training,14,14,14,14,14,14,1.0,True
Mucopolysaccharidosis type II,14,14,14,14,14,14,1.0,True
Compensatory hypertrophy,14,14,14,14,14,14,1.0,True
Tissue Adhesion,14,14,14,2,14,14,0.8,True
Beta-Lactamase Inhibitors,14,14,14,14,14,14,1.0,True
Consciousness Disorders,14,14,14,14,18,14,0.8,True
Anal Carcinoma,14,14,14,14,14,14,1.0,True
Synaptic membrane,2,2,2,2,2,2,1.0,True
Pseudogout,14,14,14,14,14,14,1.0,True
Esophageal Disorder,14,14,14,14,14,14,1.0,True
Transsulfuration,4,2,2,2,14,2,0.6,True
Spermatic Vein,14,14,14,14,14,14,1.0,True
Lymphoproliferative disease,14,14,14,14,14,14,1.0,True
Cinnamomum zeylanicum,2,2,2,2,2,2,1.0,True
ABO incompatibility,14,14,14,14,14,14,1.0,True
Recombination Fraction,2,2,2,2,2,2,1.0,True
Intracellular Fluid,2,2,2,2,14,2,0.8,True
Ectomycorrhizae,2,2,2,2,2,2,1.0,True
Ovis canadensis,2,2,2,2,2,2,1.0,True
Manuka Honey,14,14,14,14,14,14,1.0,True
Bronchopulmonary sequestration,14,14,14,14,14,14,1.0,True
Deciduous dentition,14,14,14,14,14,14,1.0,True
Nurse anesthetist,14,14,14,14,14,14,1.0,True
Chromosomal analysis,2,2,2,2,14,2,0.8,True
Metastatic adenocarcinoma,14,14,14,14,14,14,1.0,True
Caribbean island,9,9,9,9,9,9,1.0,True
Urinary Leakage,14,14,14,14,14,14,1.0,True
Sweet Basil,2,2,2,2,2,2,1.0,True
Cerebrospinal meningitis,14,14,14,14,14,14,1.0,True
Carbamide peroxide,4,4,4,4,4,4,1.0,True
Cobalt chloride,4,4,4,4,4,4,1.0,True
Peptide mapping,4,2,4,4,14,4,0.6,True
Serum Response Element,2,2,2,2,2,2,1.0,True
Venous congestion,14,14,14,14,14,14,1.0,True
Vitellogenins,2,2,2,2,2,2,1.0,True
Helicobacter Infections,14,14,14,14,14,14,1.0,True
Bicuspid valve,14,14,14,14,14,14,1.0,True
Rh Isoimmunization,14,14,14,14,14,14,1.0,True
Ear infection,14,14,14,14,14,14,1.0,True
Prostatism,14,14,14,14,14,14,1.0,True
Invasive Procedure,14,14,14,14,14,14,1.0,True
Peptidylprolyl isomerase,2,2,2,2,14,2,0.8,True
Cartoonist,1,1,1,1,1,1,1.0,True
Glucuronate,4,4,4,4,4,4,1.0,True
Postpartum haemorrhage,14,14,14,14,14,14,1.0,True
Lactate dehydrogenase A,2,2,2,2,14,2,0.8,True
Isotonic Solutions,4,14,14,14,14,14,0.8,True
Methyl oleate,4,4,4,4,4,4,1.0,True
Glucose test,14,14,14,14,14,14,1.0,True
Thrombelastography,14,14,14,14,14,14,1.0,True
Transgender Person,19,19,19,18,18,19,0.6,True
Senior registrar,14,14,14,14,14,14,1.0,True
Uncoupling Agents,4,4,4,4,4,4,1.0,True
INSECT BITES,14,14,14,14,14,14,1.0,True
Home Childbirth,14,14,14,14,14,14,1.0,True
Multifactorial Inheritance,14,2,14,14,14,14,0.8,True
Mesorectum,14,14,14,14,14,14,1.0,True
Antibody Repertoire,2,2,2,2,14,2,0.8,True
Dietary restrictions,14,14,14,14,14,14,1.0,True
Immune complex disease,14,14,14,14,14,14,1.0,True
Transitional Cell,14,2,14,14,14,14,0.8,True
Acute subdural hematoma,14,14,14,14,14,14,1.0,True
Aluminum oxide,4,12,12,4,4,4,0.6,True
Traumatic Shock,14,14,14,14,14,14,1.0,True
Heart Rupture,14,14,14,14,14,14,1.0,True
Biopharmaceutics,14,14,14,14,14,14,1.0,True
Trace Minerals,4,2,4,14,4,4,0.6,True
Protein Array Analysis,2,2,2,2,14,2,0.8,True
Postoperative ileus,14,14,14,14,14,14,1.0,True
Lidocaine Hydrochloride,14,14,14,14,14,14,1.0,True
Deer mouse,2,2,2,2,2,2,1.0,True
Rotavirus gastroenteritis,14,14,14,14,14,14,1.0,True
Triticum turgidum,2,2,2,2,2,2,1.0,True
Food labelling,3,3,3,17,6,3,0.6,True
Retinal Artery,14,14,14,14,14,14,1.0,True
Childhood Depression,18,18,18,18,18,18,1.0,True
Unilateral neglect,14,18,18,14,18,18,0.6,True
Screening mammography,14,14,14,14,14,14,1.0,True
Tooth Avulsion,14,14,14,14,14,14,1.0,True
Chronic kidney failure,14,14,14,14,14,14,1.0,True
COCOA BEAN,2,2,2,2,2,2,1.0,True
INDEL Mutation,2,2,2,2,2,2,1.0,True
Neurotransmitter Agents,14,14,14,14,14,14,1.0,True
Acute Pharyngitis,14,14,14,14,14,14,1.0,True
Pulpectomy,14,14,14,14,14,14,1.0,True
Sleep loss,14,14,14,14,14,14,1.0,True
Tranquilizing Agents,14,14,14,14,14,14,1.0,True
Thymus Neoplasm,14,14,14,14,14,14,1.0,True
Motile cilium,2,2,2,2,2,2,1.0,True
Alcoholic intoxication,14,14,14,14,14,14,1.0,True
Actuarial Analysis,3,13,13,13,13,13,0.8,True
Drug Utilization Review,14,14,14,14,14,14,1.0,True
Adult-onset Still's disease,14,14,14,14,14,14,1.0,True
Carbonate Ion,4,4,4,4,4,4,1.0,True
Reiter's syndrome,14,14,14,14,14,14,1.0,True
Hepatic portal vein,14,14,14,14,14,14,1.0,True
Mucopolysaccharidosis I,14,14,14,14,14,14,1.0,True
Synaptopodin,2,2,2,2,14,2,0.8,True
Preleukemia,14,14,14,14,14,14,1.0,True
Complex partial seizures,14,14,14,14,14,14,1.0,True
Creutzfeldt-Jakob Syndrome,14,14,14,14,14,14,1.0,True
Eye Proteins,2,2,2,2,14,2,0.8,True
Eczematous dermatitis,14,14,14,14,14,14,1.0,True
Modified Radical Mastectomy,14,14,14,14,14,14,1.0,True
Ochratoxins,4,2,4,4,14,4,0.6,True
Underrepresented Minority,19,19,19,19,19,19,1.0,True
Leukocytoclastic vasculitis,14,14,14,14,14,14,1.0,True
Enzyme Repression,2,2,2,2,2,2,1.0,True
Long chain fatty acid,2,2,4,4,4,4,0.6,True
Latent Virus,2,2,14,14,14,14,0.6,True
Work shift,3,3,3,19,3,3,0.8,True
Avoidance behaviour,18,18,18,18,18,18,1.0,True
Nasal discharge,14,14,14,14,14,14,1.0,True
Recreational Drug,14,19,14,19,14,14,0.6,True
Hepatocyte Growth Factor Receptor,14,2,14,14,14,14,0.8,True
Vision test,14,14,14,14,14,14,1.0,True
Arterial oxygen tension,14,14,14,14,14,14,1.0,True
Turner's syndrome,14,14,14,14,14,14,1.0,True
Haemorrhagic shock,14,14,14,14,14,14,1.0,True
CO poisoning,14,14,14,14,14,14,1.0,True
Intracranial Hemorrhages,14,14,14,14,14,14,1.0,True
Intercalated Cell,2,2,2,14,14,2,0.6,True
Anticholinergic agents,14,14,14,14,14,14,1.0,True
Cryptogenic Organizing Pneumonia,14,14,14,14,14,14,1.0,True
Gallbladder Stone,14,14,14,14,14,14,1.0,True
Pulmonary Trunk,14,14,14,14,14,14,1.0,True
Color perception test,18,2,18,18,18,18,0.8,True
Therapeutic plasma exchange,14,14,14,14,14,14,1.0,True
Glucose Metabolism Disorder,14,14,14,14,14,14,1.0,True
Infectious arthritis,14,14,14,14,14,14,1.0,True
Outdoor activity,9,19,8,9,8,9,0.4,True
Chemical Warfare Agents,4,4,4,4,4,4,1.0,True
Intrauterine death,14,14,14,14,14,14,1.0,True
Echinocandins,14,14,14,14,14,14,1.0,True
Rice water,2,14,14,14,14,14,0.8,True
Portal vein embolization,14,14,14,14,14,14,1.0,True
Cardiac Rupture,14,14,14,14,14,14,1.0,True
Light Cycle,2,16,5,7,16,16,0.4,True
Prohormone convertase,2,2,2,14,14,2,0.6,True
High sodium,14,14,14,14,14,14,1.0,True
Personality theory,18,18,18,18,18,18,1.0,True
Prosthodontist,14,14,14,14,14,14,1.0,True
Mandibular ramus,14,14,14,14,14,14,1.0,True
Pyrilamine,14,14,14,14,14,14,1.0,True
Reticular Dermis,14,2,14,2,14,14,0.6,True
Main Pulmonary Artery,14,14,14,14,14,14,1.0,True
Visual Disturbance,14,14,14,14,14,14,1.0,True
Glucuronates,4,4,4,4,4,4,1.0,True
Tertiary referral centre,14,14,14,14,14,14,1.0,True
Phthalimides,4,4,4,4,4,4,1.0,True
Cytomegalic inclusion disease,14,14,14,14,14,14,1.0,True
Reflex Epilepsy,14,14,14,14,14,14,1.0,True
Fimbriae Proteins,2,2,2,2,2,2,1.0,True
Pulmonologist,14,14,14,14,14,14,1.0,True
Multidrug Resistance-Associated Proteins,14,14,14,14,14,14,1.0,True
Consumer Advocacy,3,17,3,3,17,3,0.6,True
Dietary Nitrate,14,14,14,14,14,14,1.0,True
Dermatologic agents,14,14,14,14,14,14,1.0,True
Salmonella Food Poisoning,14,14,14,14,14,14,1.0,True
Multipotent Stem Cell,2,2,2,2,14,2,0.8,True
Elevated liver enzymes,14,14,14,14,14,14,1.0,True
Nasal dorsum,14,14,14,14,14,14,1.0,True
Narcotic analgesics,14,14,14,14,14,14,1.0,True
Tarsal Joint,14,14,14,14,14,14,1.0,True
Hypertensive disorder,14,14,14,14,14,14,1.0,True
Viral Oncogene,2,2,14,14,14,14,0.6,True
Raised intracranial pressure,14,14,14,14,14,14,1.0,True
Hereditary Diseases,14,14,14,14,14,14,1.0,True
Chromosome Band,2,2,2,2,2,2,1.0,True
Totipotent,2,2,2,2,2,2,1.0,True
Short Forms,1,1,1,5,5,1,0.6,True
Olfactory perception,2,2,2,18,18,2,0.6,True
Mouth mucosa,14,14,14,14,14,14,1.0,True
Takotsubo syndrome,14,14,14,14,14,14,1.0,True
H1N1 influenza,14,14,14,14,14,14,1.0,True
Chronic insomnia,14,14,14,14,14,14,1.0,True
Duodenoscopy,14,14,14,14,14,14,1.0,True
Burning Sensation,14,14,14,14,14,14,1.0,True
Ultraviolet therapy,14,14,14,14,14,14,1.0,True
Epithelial tissue,2,2,2,2,2,2,1.0,True
Human breast milk,14,2,14,14,14,14,0.8,True
Anticonvulsant drugs,14,14,14,14,14,14,1.0,True
Rectal diseases,14,14,14,14,14,14,1.0,True
Beluga Whale,2,2,2,2,2,2,1.0,True
Total anomalous pulmonary venous connection,14,14,14,14,14,14,1.0,True
Aldehyde Reductase,4,2,2,4,14,2,0.4,True
Trough Concentration,14,14,14,14,16,14,0.8,True
Bile Salt Export Pump,14,14,14,14,14,14,1.0,True
Haemolysis,14,14,14,14,14,14,1.0,True
Anterior Horn Cell,14,14,14,14,14,14,1.0,True
Chikungunya fever,14,14,14,14,14,14,1.0,True
Single Embryo Transfer,14,14,14,14,14,14,1.0,True
Operating room nursing,14,14,14,14,14,14,1.0,True
Myotis lucifugus,2,2,2,2,2,2,1.0,True
RNA-Directed DNA Polymerase,2,2,2,2,14,2,0.8,True
Nerve fibre layer,14,2,14,14,14,14,0.8,True
Chemical toxicity,4,4,4,4,14,4,0.8,True
Military Base,9,17,17,17,17,17,0.8,True
Percutaneous transluminal coronary angioplasty,14,14,14,14,14,14,1.0,True
Gizzard shad,2,2,2,2,2,2,1.0,True
Bryostatin 1,4,4,14,4,14,4,0.6,True
Prophylactic antibiotic,14,14,14,14,14,14,1.0,True
Ultrasonography doppler,14,14,14,14,14,14,1.0,True
Microhematuria,14,14,14,14,14,14,1.0,True
Helminth infections,14,14,14,14,14,14,1.0,True
Spinal Neoplasms,14,14,14,14,14,14,1.0,True
Cerebrovascular Circulation,14,14,14,14,14,14,1.0,True
Tetrabutylammonium fluoride,4,4,4,4,4,4,1.0,True
Congenital scoliosis,14,14,14,14,14,14,1.0,True
Mucocutaneous Lymph Node Syndrome,14,14,14,14,14,14,1.0,True
Serum electrolytes,14,14,14,14,14,14,1.0,True
Mother cells,2,2,2,2,2,2,1.0,True
Tungsten Compounds,4,4,4,4,4,4,1.0,True
Ferric ion,4,4,4,4,4,4,1.0,True
Prepuberty,14,2,14,14,14,14,0.8,True
Period length,13,14,13,13,14,13,0.6,True
Ziziphus jujuba,2,2,2,2,2,2,1.0,True
Benign neoplasms,14,14,14,14,14,14,1.0,True
Parabrachial Nucleus,14,2,2,2,14,2,0.6,True
HIV diagnosis,14,14,14,14,14,14,1.0,True
Male genitalia,2,2,2,14,14,2,0.6,True
Flycatcher,2,2,2,2,2,2,1.0,True
Investigational Drugs,14,14,14,14,14,14,1.0,True
Endemic diseases,14,14,14,14,14,14,1.0,True
Electrolyte Disorder,14,14,14,14,14,14,1.0,True
Behavioural disorders,14,18,18,18,18,18,0.8,True
Ornithosis,14,14,14,14,14,14,1.0,True
Neurohormones,2,2,2,14,14,2,0.6,True
Mixed Function Oxidase,4,2,2,2,4,2,0.6,True
Subacute Combined Degeneration,14,14,14,14,14,14,1.0,True
Testicular volume,14,14,14,14,14,14,1.0,True
Sperm cell,2,2,2,2,2,2,1.0,True
Streptococcus anginosus,2,2,14,14,14,14,0.6,True
Cardiac Ultrasound,14,14,14,14,14,14,1.0,True
Clean Intermittent Catheterization,14,14,14,14,14,14,1.0,True
Drug Resistant Epilepsy,14,14,14,14,14,14,1.0,True
Aortic Arch Syndrome,14,14,14,14,14,14,1.0,True
Subacromial impingement,14,14,14,14,14,14,1.0,True
Hemostatic Agent,14,14,14,14,14,14,1.0,True
Gardner Syndrome,14,14,14,14,14,14,1.0,True
Isoantigens,14,14,2,14,14,14,0.8,True
Proto-Oncogene Proteins c-kit,2,2,14,14,14,14,0.6,True
Cape verde,9,9,9,9,9,9,1.0,True
Neuromuscular Blocking Agents,14,14,14,14,14,14,1.0,True
Optic nerve diseases,14,14,14,14,14,14,1.0,True
Marine toxin,2,2,2,2,14,2,0.8,True
Amyloid polyneuropathy,14,14,14,14,14,14,1.0,True
Acute respiratory failure,14,14,14,14,14,14,1.0,True
Seriola quinqueradiata,2,2,2,2,2,2,1.0,True
Cold Agglutinin,14,14,14,14,14,14,1.0,True
Trifolium alexandrinum,2,2,2,2,2,2,1.0,True
Sesamoid bone,14,14,14,14,14,14,1.0,True
Carbon Nanoparticles,12,12,12,12,12,12,1.0,True
Mucosal inflammation,14,14,14,14,14,14,1.0,True
Technetium Tc 99m Sestamibi,14,14,14,14,14,14,1.0,True
Hypertensive Nephropathy,14,14,14,14,14,14,1.0,True
Ipomoea aquatica,2,2,2,2,2,2,1.0,True
Heart transplants,14,14,14,14,14,14,1.0,True
Kidney Glomerulus,14,14,2,14,14,14,0.8,True
Sulfobromophthalein,4,14,4,14,14,14,0.6,True
Meckel Diverticulum,14,14,14,14,14,14,1.0,True
Speech Therapist,14,14,14,14,14,14,1.0,True
Concha bullosa,14,14,14,14,14,14,1.0,True
Cinchona Alkaloids,4,4,4,4,4,4,1.0,True
Bone tumours,14,14,14,14,14,14,1.0,True
Autosomal recessive inheritance,14,2,14,2,14,14,0.6,True
Drug prices,6,6,6,6,6,6,1.0,True
Splenic artery aneurysm,14,14,14,14,14,14,1.0,True
Hepatitis B Antigens,14,14,14,14,14,14,1.0,True
Central pain,14,14,14,14,14,14,1.0,True
Ginkgolides,4,4,4,4,4,4,1.0,True
Intracranial bleeding,14,14,14,14,14,14,1.0,True
Cytomegalovirus infections,14,14,14,14,14,14,1.0,True
Breast Fibroadenoma,14,14,14,14,14,14,1.0,True
Cholestatic hepatitis,14,14,14,14,14,14,1.0,True
Women Physicians,14,14,14,14,14,14,1.0,True
Animals laboratory,2,2,2,14,14,2,0.6,True
Carpal tunnel release,14,14,14,14,14,14,1.0,True
Tetralones,2,4,4,4,4,4,0.8,True
Ileal Diseases,14,14,14,14,14,14,1.0,True
Mitosporic fungi,2,2,2,2,2,2,1.0,True
Phonological Disorder,14,14,14,18,14,14,0.8,True
Deoxygenated Hemoglobin,14,2,14,2,14,14,0.6,True
Blood coagulation factors,14,14,14,14,14,14,1.0,True
Narcotic antagonists,14,14,14,14,14,14,1.0,True
Entrapment Neuropathy,14,14,14,14,14,14,1.0,True
Puerperal Infection,14,14,14,14,14,14,1.0,True
Gamma subunit,2,2,2,2,14,2,0.8,True
Protein malnutrition,14,14,14,14,14,14,1.0,True
Fibrin Tissue Adhesive,14,14,14,14,14,14,1.0,True
Food hypersensitivity,14,14,14,14,14,14,1.0,True
Jaw Fracture,14,14,14,14,14,14,1.0,True
Malarial parasites,2,2,2,2,14,2,0.8,True
Factor IXa,14,14,14,14,14,14,1.0,True
Hematological disorders,14,14,14,14,14,14,1.0,True
Occupational mobility,19,19,19,19,19,19,1.0,True
Autistic traits,18,18,18,18,18,18,1.0,True
Femoral nerve block,14,14,14,14,14,14,1.0,True
Hyperextension,14,14,14,14,14,14,1.0,True
Chinese buddhism,15,11,15,15,11,15,0.6,True
Spinal tap,14,14,14,14,14,14,1.0,True
ALIZARIN RED,4,4,4,4,4,4,1.0,True
FEMORAL CONDYLE,14,14,14,14,14,14,1.0,True
Polyproteins,2,2,2,2,2,2,1.0,True
Tramadol Hydrochloride,14,14,14,14,14,14,1.0,True
Mesenchymal Tumor,14,14,14,14,14,14,1.0,True
Respiratory Hypersensitivity,14,14,14,14,14,14,1.0,True
Productive Cough,14,14,14,14,14,14,1.0,True
Sleep Bruxism,14,14,14,14,14,14,1.0,True
Spinal Puncture,14,14,14,14,14,14,1.0,True
Dialysis Therapy,14,14,14,14,14,14,1.0,True
Inorganic Chemical,4,4,4,4,4,4,1.0,True
Lipaphis erysimi,2,2,2,2,2,2,1.0,True
Immunodeficiency Syndrome,14,14,14,14,14,14,1.0,True
Electron paramagnetic resonance spectroscopy,16,16,16,16,16,16,1.0,True
Ventilator weaning,14,14,14,14,14,14,1.0,True
Audience participation,1,19,19,19,19,19,0.8,True
Pharbitis nil,2,2,2,2,2,2,1.0,True
Snow leopard,2,2,2,2,2,2,1.0,True
Postnatal Care,14,14,14,14,14,14,1.0,True
Rapid response team,14,14,14,14,14,14,1.0,True
Horseback riding,19,11,1,11,11,11,0.6,True
Resuscitation Orders,14,14,14,14,14,14,1.0,True
Penile Carcinoma,14,14,14,14,14,14,1.0,True
Classical Hodgkin lymphoma,14,14,14,14,14,14,1.0,True
Scleral buckling,14,14,14,14,14,14,1.0,True
Histone Acetyltransferases,2,2,2,2,14,2,0.8,True
Intravenous use,14,14,14,14,14,14,1.0,True
Arachidonic acid metabolism,4,2,2,14,14,2,0.4,True
Human Induced Pluripotent Stem Cells,2,2,14,14,14,14,0.6,True
Electroconvulsive Shock,14,14,14,14,14,14,1.0,True
European rabbit,2,2,2,2,2,2,1.0,True
Xanthogranulomatous pyelonephritis,14,14,14,14,14,14,1.0,True
Nucleated Red Blood Cell,2,14,14,14,14,14,0.8,True
Inorganic arsenic,4,4,4,4,4,4,1.0,True
Cerebrospinal Fluid Rhinorrhea,14,14,14,14,14,14,1.0,True
Prunus salicina,2,2,2,2,2,2,1.0,True
Antigen-antibody reactions,2,2,14,2,14,2,0.6,True
Pulmonary aspergillosis,14,14,14,14,14,14,1.0,True
Cardiac ischemia,14,14,14,14,14,14,1.0,True
Proliferation index,14,2,14,17,13,14,0.4,True
Arabica coffee,2,2,2,2,2,2,1.0,True
Intracranial Arteriovenous Malformations,14,14,14,14,14,14,1.0,True
Pharmacy technician,14,14,14,14,14,14,1.0,True
Criminal behaviour,19,19,19,19,18,19,0.8,True
Clethrionomys glareolus,2,2,2,2,2,2,1.0,True
Venous hypertension,14,14,14,14,14,14,1.0,True
Hand dermatitis,14,14,14,14,14,14,1.0,True
Gynecologic surgical procedures,14,14,14,14,14,14,1.0,True
Cyclohexanes,4,4,4,4,4,4,1.0,True
Enterobacteriaceae Infections,14,14,14,14,14,14,1.0,True
Sodium fluorescein,4,14,4,14,4,4,0.6,True
Eptesicus fuscus,2,2,2,2,2,2,1.0,True
Left Hepatic Duct,14,14,14,14,14,14,1.0,True
Intestinal ischemia,14,14,14,14,14,14,1.0,True
Melanocytoma,14,14,14,14,14,14,1.0,True
Fms-Like Tyrosine Kinase 3,2,14,14,14,14,14,0.8,True
Somatropin,14,14,14,14,14,14,1.0,True
Obstetric history,14,14,14,14,14,14,1.0,True
Virtual Reality Exposure Therapy,18,18,18,18,18,18,1.0,True
Muramidase,2,2,2,2,14,2,0.8,True
Thiopental Sodium,14,14,14,14,14,14,1.0,True
Beta-Cyclodextrins,4,4,4,4,4,4,1.0,True
Rotavirus Infections,14,14,14,14,14,14,1.0,True
Media campaign,3,3,3,3,17,3,0.8,True
Oligodendroglial Tumor,14,14,14,14,14,14,1.0,True
Cutaneous Vasculitis,14,14,14,14,14,14,1.0,True
Malaria prevention,14,14,14,14,14,14,1.0,True
Mozzarella cheese,4,3,2,4,2,4,0.4,True
Black phosphorus,12,12,12,12,12,12,1.0,True
Bone biopsy,14,14,14,14,14,14,1.0,True
Deep Femoral Artery,14,14,14,14,14,14,1.0,True
Dinoprostone,14,14,14,14,14,14,1.0,True
Opiate receptors,14,2,14,14,14,14,0.8,True
Bacterial virus,2,2,2,2,2,2,1.0,True
Orthopedic Procedures,14,14,14,14,14,14,1.0,True
Adjective check list,18,18,18,19,5,18,0.6,True
Hydroxymethylglutaryl-CoA Reductase Inhibitors,14,14,14,14,14,14,1.0,True
Telangiectases,14,14,14,14,14,14,1.0,True
Myoclonic Jerk,14,14,14,14,14,14,1.0,True
Anatomic Variation,14,2,14,14,14,14,0.8,True
Ethylene Dibromide,4,4,4,4,4,4,1.0,True
Psychiatric units,14,14,14,14,14,14,1.0,True
Animal Bites,14,14,14,14,14,14,1.0,True
Woodland caribou,2,2,2,2,2,2,1.0,True
Biological sex,2,2,2,2,2,2,1.0,True
Barium sulphate,4,4,4,4,4,4,1.0,True
Meiosis II,2,2,2,2,2,2,1.0,True
Acoustic Startle Reflex,18,18,18,18,18,18,1.0,True
Thoracoscope,14,14,14,14,14,14,1.0,True
Free clinic,14,14,14,14,14,14,1.0,True
Round goby,2,2,2,2,2,2,1.0,True
Lithium disilicate,12,12,12,12,12,12,1.0,True
CREST Syndrome,14,14,14,14,14,14,1.0,True
ANCA-Associated Vasculitis,14,14,14,14,14,14,1.0,True
Hand preference,18,2,18,18,18,18,0.8,True
Opioid abuse,14,14,14,14,14,14,1.0,True
Dental surgeon,14,14,14,14,14,14,1.0,True
Choroiditis,14,14,14,14,14,14,1.0,True
Crocuta crocuta,2,2,2,2,2,2,1.0,True
Central hypothyroidism,14,14,14,14,14,14,1.0,True
Microscopic Anatomy,2,2,2,14,14,2,0.6,True
Capgras Syndrome,14,18,18,18,18,18,0.8,True
Right Common Carotid Artery,14,14,14,14,14,14,1.0,True
PULMONARY EMBOLUS,14,14,14,14,14,14,1.0,True
Salvia officinalis,2,2,2,2,14,2,0.8,True
Hallucinating,18,18,18,18,18,18,1.0,True
Cell Cycle Protein,2,2,2,2,2,2,1.0,True
Oligodontia,14,14,14,14,14,14,1.0,True
Cardiac sarcoidosis,14,14,14,14,14,14,1.0,True
Thiocarbamates,4,4,4,4,4,4,1.0,True
